GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020500042,1610612746,Clippers,LAC,Los Angeles,265:00,103.4,106.4,104.5,105.3,-1.0,1.1,0.564,2.2,16.8,0.308,0.776,0.535,10.343,10.6,0.461,0.507,1.0,0.201,86.69,85.13,70.94,94,0.498
0020500031,1610612764,Wizards,WAS,Washington,240:00,100.8,101.2,89.4,90.8,11.5,10.4,0.414,0.92,10.7,0.327,0.59,0.473,15.067,15.1,0.444,0.498,1.0,0.199,87.34,86.5,72.08,86,0.615
0020500031,1610612753,Magic,ORL,Orlando,240:00,89.4,90.8,100.8,101.2,-11.5,-10.4,0.462,1.09,9.9,0.41,0.673,0.527,12.443,12.6,0.331,0.401,1.0,0.199,87.34,86.5,72.08,87,0.385
0020500033,1610612766,Bobcats,CHA,Charlotte,265:00,96.7,99.1,97.0,97.2,-0.4,1.9,0.588,0.87,14.0,0.353,0.647,0.5,20.781,21.3,0.449,0.537,1.0,0.199,99.12,97.81,81.51,108,0.553
0020500033,1610612738,Celtics,BOS,Boston,265:00,97.0,97.2,96.7,99.1,0.4,-1.9,0.564,0.92,15.2,0.353,0.647,0.5,22.181,22.2,0.483,0.529,1.0,0.203,99.12,97.81,81.51,108,0.447
0020500045,1610612747,Lakers,LAL,Los Angeles,240:00,111.3,113.1,90.1,92.0,21.2,21.1,0.548,1.15,16.6,0.419,0.75,0.593,19.873,20.2,0.53,0.586,1.0,0.199,101.36,99.5,82.92,99,0.604
0020500045,1610612743,Nuggets,DEN,Denver,240:00,90.1,92.0,111.3,113.1,-21.2,-21.1,0.788,1.3,18.8,0.25,0.581,0.407,19.592,20.0,0.436,0.5,1.0,0.196,101.36,99.5,82.92,100,0.396
0020500043,1610612752,Knicks,NYK,New York,240:00,81.0,86.2,88.2,87.4,-7.2,-1.2,0.618,1.17,15.6,0.368,0.849,0.6,18.0,19.1,0.4,0.422,1.0,0.2,97.04,94.5,78.75,94,0.503
0020500043,1610612744,Warriors,GSW,Golden State,240:00,88.2,87.4,81.0,86.2,7.2,1.2,0.552,1.14,13.7,0.151,0.632,0.4,14.881,14.7,0.466,0.477,1.0,0.2,97.04,94.5,78.75,95,0.497
0020500044,1610612758,Kings,SAC,Sacramento,240:00,116.0,118.0,115.8,118.2,0.2,-0.2,0.636,2.8,18.7,0.431,0.769,0.567,9.827,10.0,0.48,0.528,1.0,0.199,101.4,99.5,82.92,100,0.479
0020500044,1610612756,Suns,PHX,Phoenix,240:00,115.8,118.2,116.0,118.0,-0.2,0.2,0.729,2.5,24.6,0.231,0.569,0.433,13.856,14.1,0.61,0.629,1.0,0.2,101.4,99.5,82.92,99,0.521
0020500048,1610612751,Nets,NJN,New Jersey,240:00,104.7,106.0,106.4,107.1,-1.7,-1.2,0.353,0.86,10.6,0.391,0.658,0.512,16.471,16.7,0.467,0.511,1.0,0.2,84.78,84.0,70.0,84,0.42
0020500048,1610612748,Heat,MIA,Miami,240:00,106.4,107.1,104.7,106.0,1.7,1.2,0.618,1.62,18.3,0.342,0.609,0.488,15.374,15.5,0.521,0.559,1.0,0.199,84.78,84.0,70.0,84,0.58
0020500049,1610612750,Timberwolves,MIN,Minnesota,240:00,104.2,104.5,83.4,86.7,20.8,17.8,0.579,1.69,18.9,0.162,0.66,0.44,14.567,14.6,0.535,0.572,1.0,0.197,91.4,89.5,74.58,89,0.643
0020500049,1610612746,Clippers,LAC,Los Angeles,240:00,83.4,86.7,104.2,104.5,-20.8,-17.8,0.533,0.94,13.5,0.34,0.838,0.56,18.17,18.9,0.4,0.456,1.0,0.199,91.4,89.5,74.58,90,0.357
0020500046,1610612761,Raptors,TOR,Toronto,240:00,104.0,104.5,116.7,116.7,-12.7,-12.2,0.553,2.1,17.6,0.227,,,11.181,11.2,0.5,0.526,1.0,0.199,89.7,89.5,74.58,89,0.43
0020500046,1610612739,Cavaliers,CLE,Cleveland,240:00,116.7,116.7,104.0,104.5,12.7,12.2,0.472,1.13,14.1,,0.773,,16.674,16.7,0.514,0.59,1.0,0.202,89.7,89.5,74.58,90,0.57
0020500047,1610612762,Jazz,UTA,Utah,265:00,94.4,97.9,92.1,93.8,2.4,4.1,0.588,0.83,14.5,0.453,0.639,0.553,23.857,24.7,0.474,0.507,1.0,0.196,90.31,87.85,73.21,97,0.554
0020500047,1610612766,Bobcats,CHA,Charlotte,265:00,92.1,93.8,94.4,97.9,-2.4,-4.1,0.548,1.42,12.7,0.361,0.547,0.447,12.141,12.4,0.36,0.434,1.0,0.202,90.31,87.85,73.21,97,0.446
0020500050,1610612759,Spurs,SAS,San Antonio,265:00,99.9,101.0,89.6,93.1,10.3,7.8,0.744,1.93,20.7,0.2,0.772,0.505,14.406,14.6,0.5,0.541,1.0,0.2,95.15,92.83,77.36,103,0.596
0020500050,1610612741,Bulls,CHI,Chicago,265:00,89.6,93.1,99.9,101.0,-10.3,-7.8,0.528,1.58,14.3,0.228,0.8,0.495,11.321,11.8,0.412,0.466,1.0,0.2,95.15,92.83,77.36,102,0.404
0020500054,1610612753,Magic,ORL,Orlando,240:00,84.7,89.4,88.8,88.1,-4.0,1.3,0.393,0.69,9.9,0.347,,,17.841,18.8,0.412,0.454,1.0,0.197,86.52,84.5,70.42,85,0.419
0020500054,1610612745,Rockets,HOU,Houston,240:00,88.8,88.1,84.7,89.4,4.0,-1.3,0.654,1.42,15.8,,0.653,,14.395,14.3,0.4,0.472,1.0,0.201,86.52,84.5,70.42,84,0.581
0020500055,1610612758,Kings,SAC,Sacramento,240:00,98.8,100.0,115.8,113.3,-16.9,-13.3,0.667,1.71,19.5,0.256,0.615,0.427,15.723,15.9,0.474,0.517,1.0,0.2,88.58,89.0,74.17,88,0.403
0020500055,1610612765,Pistons,DET,Detroit,240:00,115.8,113.3,98.8,100.0,16.9,13.3,0.667,1.86,20.5,0.385,0.744,0.573,15.887,15.6,0.539,0.585,1.0,0.2,88.58,89.0,74.17,90,0.597
0020500052,1610612749,Bucks,MIL,Milwaukee,240:00,104.2,106.2,110.6,111.1,-6.4,-4.9,0.667,2.0,20.9,0.314,0.725,0.495,15.176,15.5,0.511,0.521,1.0,0.199,99.14,98.0,81.67,97,0.486
0020500052,1610612744,Warriors,GSW,Golden State,240:00,110.6,111.1,104.2,106.2,6.4,4.9,0.59,1.35,17.8,0.275,0.686,0.505,17.096,17.2,0.583,0.615,1.0,0.199,99.14,98.0,81.67,99,0.514
0020500053,1610612760,SuperSonics,SEA,Seattle,240:00,76.3,75.8,105.5,104.4,-29.2,-28.6,0.609,0.67,12.0,0.308,0.756,0.515,23.22,23.1,0.364,0.424,1.0,0.199,89.78,90.5,75.42,91,0.284
0020500053,1610612763,Grizzlies,MEM,Memphis,240:00,105.5,104.4,76.3,75.8,29.2,28.6,0.676,1.79,20.1,0.244,0.692,0.485,15.709,15.6,0.547,0.552,1.0,0.202,89.78,90.5,75.42,90,0.716
0020500051,1610612747,Lakers,LAL,Los Angeles,240:00,107.8,108.4,97.5,102.1,10.3,6.3,0.553,1.5,17.1,0.175,0.738,0.463,14.657,14.7,0.568,0.588,1.0,0.197,97.48,95.0,79.17,95,0.596
0020500051,1610612737,Hawks,ATL,Atlanta,240:00,97.5,102.1,107.8,108.4,-10.3,-6.3,0.297,0.5,9.2,0.262,0.825,0.537,22.124,23.2,0.52,0.561,1.0,0.195,97.48,95.0,79.17,95,0.404
