TEAM_ABBREVIATION_home,GAME_ID,GAME_DATE_home,WL_home,PTS_home,TEAM_ABBREVIATION_away,GAME_DATE_away,WL_away,PTS_away
WAS,0020500816,2006-02-25,W,110,NYK,2006-02-25,L,89
BKN,0020500825,2006-02-26,L,91,IND,2006-02-26,W,101
LAL,0020500826,2006-02-26,L,111,BOS,2006-02-26,W,112
POR,0020500827,2006-02-26,L,75,NOP,2006-02-26,W,88
ORL,0020500823,2006-02-26,L,84,HOU,2006-02-26,W,89
MIN,0020500824,2006-02-26,W,105,MEM,2006-02-26,L,99
DET,0020500822,2006-02-26,W,90,CLE,2006-02-26,L,78
GSW,0020500838,2006-02-27,L,108,UTA,2006-02-27,W,117
HOU,0020500832,2006-02-27,L,94,PHX,2006-02-27,W,111
SAS,0020500834,2006-02-27,W,121,NYK,2006-02-27,L,93
DAL,0020500833,2006-02-27,W,104,PHI,2006-02-27,L,92
DEN,0020500835,2006-02-27,L,89,MIL,2006-02-27,W,110
MIA,0020500830,2006-02-27,W,101,TOR,2006-02-27,L,94
SAC,0020500836,2006-02-27,W,115,POR,2006-02-27,L,91
ATL,0020500828,2006-02-27,W,104,BKN,2006-02-27,L,102
CLE,0020500829,2006-02-27,L,72,DET,2006-02-27,W,84
LAC,0020500837,2006-02-27,W,95,CHA,2006-02-27,L,87
MEM,0020500831,2006-02-27,W,108,WAS,2006-02-27,L,98
LAL,0020500841,2006-02-28,W,102,ORL,2006-02-28,L,87
CHI,0020500839,2006-02-28,W,111,MIN,2006-02-28,L,100
OKC,0020500840,2006-02-28,W,114,NOP,2006-02-28,L,104
HOU,0020500848,2006-03-01,L,101,PHI,2006-03-01,W,106
POR,0020500852,2006-03-01,W,99,LAL,2006-03-01,L,93
TOR,0020500842,2006-03-01,L,111,ATL,2006-03-01,W,113
LAC,0020500853,2006-03-01,W,89,NOP,2006-03-01,L,67
GSW,0020500854,2006-03-01,W,98,ORL,2006-03-01,L,94
PHX,0020500851,2006-03-01,W,123,MIL,2006-03-01,L,110
UTA,0020500850,2006-03-01,L,89,CHA,2006-03-01,W,104
DEN,0020500849,2006-03-01,W,98,DET,2006-03-01,L,87
WAS,0020500843,2006-03-01,L,93,IND,2006-03-01,W,99
CLE,0020500844,2006-03-01,L,90,SAC,2006-03-01,W,97
MIN,0020500847,2006-03-01,W,100,BKN,2006-03-01,L,90
MEM,0020500846,2006-03-01,W,101,NYK,2006-03-01,L,99
BOS,0020500845,2006-03-01,L,96,MIA,2006-03-01,W,103
SAS,0020500856,2006-03-02,W,98,DAL,2006-03-02,L,89
CHI,0020500855,2006-03-02,L,91,CLE,2006-03-02,W,92
HOU,0020500861,2006-03-03,W,89,DEN,2006-03-03,L,78
DAL,0020500862,2006-03-03,W,90,CHA,2006-03-03,L,76
UTA,0020500863,2006-03-03,W,105,LAC,2006-03-03,L,103
PHI,0020500857,2006-03-03,W,119,WAS,2006-03-03,L,113
NYK,0020500860,2006-03-03,L,101,CHI,2006-03-03,W,108
PHX,0020500864,2006-03-03,W,123,ORL,2006-03-03,L,118
OKC,0020500866,2006-03-03,L,96,DET,2006-03-03,W,98
ATL,0020500858,2006-03-03,L,93,SAC,2006-03-03,W,102
GSW,0020500865,2006-03-03,L,94,LAL,2006-03-03,W,106
BOS,0020500859,2006-03-03,W,99,IND,2006-03-03,L,98
BKN,0020500867,2006-03-04,W,105,TOR,2006-03-04,L,100
SAS,0020500871,2006-03-04,W,101,POR,2006-03-04,L,81
LAL,0020500873,2006-03-04,W,105,DET,2006-03-04,L,94
MIA,0020500868,2006-03-04,W,95,ATL,2006-03-04,L,93
MIL,0020500870,2006-03-04,L,98,NYK,2006-03-04,W,103
DEN,0020500872,2006-03-04,W,110,ORL,2006-03-04,L,94
HOU,0020500880,2006-03-05,W,102,POR,2006-03-05,L,84
DAL,0020500877,2006-03-05,L,107,PHX,2006-03-05,W,115
PHI,0020500875,2006-03-05,L,93,IND,2006-03-05,W,94
MIN,0020500878,2006-03-05,W,103,GSW,2006-03-05,L,90
OKC,0020500882,2006-03-05,W,113,UTA,2006-03-05,L,81
TOR,0020500874,2006-03-05,W,111,BOS,2006-03-05,L,105
CLE,0020500879,2006-03-05,W,91,CHI,2006-03-05,L,72
LAC,0020500881,2006-03-05,L,86,MEM,2006-03-05,W,102
WAS,0020500876,2006-03-05,W,117,SAC,2006-03-05,L,107
DEN,0020500886,2006-03-06,W,115,MEM,2006-03-06,L,101
UTA,0020500887,2006-03-06,W,90,ORL,2006-03-06,L,85
LAL,0020500888,2006-03-06,L,96,SAS,2006-03-06,W,103
CHA,0020500884,2006-03-06,L,105,MIA,2006-03-06,W,106
NOP,0020500885,2006-03-06,L,88,PHX,2006-03-06,W,101
BKN,0020500883,2006-03-06,L,84,SAC,2006-03-06,W,109
DAL,0020500895,2006-03-07,W,93,POR,2006-03-07,L,87
CHI,0020500894,2006-03-07,W,95,BKN,2006-03-07,L,87
MIN,0020500893,2006-03-07,L,87,HOU,2006-03-07,W,93
ATL,0020500890,2006-03-07,W,113,GSW,2006-03-07,L,106
CLE,0020500891,2006-03-07,W,106,TOR,2006-03-07,L,99
LAC,0020500896,2006-03-07,W,98,SAS,2006-03-07,L,85
WAS,0020500889,2006-03-07,L,115,BOS,2006-03-07,W,116
IND,0020500892,2006-03-07,L,92,NYK,2006-03-07,W,107
HOU,0020500904,2006-03-08,W,103,IND,2006-03-08,L,99
UTA,0020500905,2006-03-08,W,96,MIN,2006-03-08,L,93
MIA,0020500900,2006-03-08,W,118,WAS,2006-03-08,L,112
MIL,0020500902,2006-03-08,L,116,SAC,2006-03-08,W,123
OKC,0020500906,2006-03-08,L,74,MEM,2006-03-08,W,99
DET,0020500901,2006-03-08,W,106,CHI,2006-03-08,L,101
NOP,0020500903,2006-03-08,L,107,LAL,2006-03-08,W,113
TOR,0020500897,2006-03-08,L,97,CLE,2006-03-08,W,98
BOS,0020500898,2006-03-08,W,104,PHI,2006-03-08,L,101
CHA,0020500899,2006-03-08,W,104,GSW,2006-03-08,L,101
PHI,0020500907,2006-03-09,L,93,DEN,2006-03-09,W,97
POR,0020500908,2006-03-09,L,92,DAL,2006-03-09,W,109
PHX,0020500909,2006-03-09,L,93,SAS,2006-03-09,W,117
SAS,0020500916,2006-03-10,L,92,LAL,2006-03-10,W,100
MIA,0020500913,2006-03-10,L,106,GSW,2006-03-10,W,111
CHI,0020500915,2006-03-10,L,96,LAC,2006-03-10,W,107
SAC,0020500917,2006-03-10,W,105,MEM,2006-03-10,L,93
OKC,0020500918,2006-03-10,W,107,MIN,2006-03-10,L,96
ORL,0020500911,2006-03-10,W,102,CLE,2006-03-10,L,73
TOR,0020500910,2006-03-10,L,97,DEN,2006-03-10,W,108
BOS,0020500912,2006-03-10,L,86,MIL,2006-03-10,W,92
NOP,0020500914,2006-03-10,L,90,IND,2006-03-10,W,92
UTA,0020500924,2006-03-11,L,87,DAL,2006-03-11,W,90
PHX,0020500925,2006-03-11,W,110,MIN,2006-03-11,L,102
MIL,0020500923,2006-03-11,L,98,LAC,2006-03-11,W,106
ORL,0020500921,2006-03-11,W,103,GSW,2006-03-11,L,92
WAS,0020500919,2006-03-11,W,110,DET,2006-03-11,L,92
CHA,0020500922,2006-03-11,W,116,NYK,2006-03-11,L,109
ATL,0020500920,2006-03-11,L,90,CHI,2006-03-11,W,95
SAS,0020500928,2006-03-12,W,88,HOU,2006-03-12,L,81
POR,0020500935,2006-03-12,W,111,PHX,2006-03-12,L,101
SAC,0020500934,2006-03-12,W,85,DAL,2006-03-12,L,80
DET,0020500932,2006-03-12,W,94,CHA,2006-03-12,L,78
NOP,0020500933,2006-03-12,L,84,BKN,2006-03-12,W,95
TOR,0020500927,2006-03-12,W,93,IND,2006-03-12,L,89
BOS,0020500926,2006-03-12,W,106,DEN,2006-03-12,L,101
MEM,0020500931,2006-03-12,L,91,PHI,2006-03-12,W,94
LAL,0020500930,2006-03-12,L,113,OKC,2006-03-12,W,120
MIA,0020500929,2006-03-12,W,98,CLE,2006-03-12,L,92
IND,0020500936,2006-03-13,W,97,ORL,2006-03-13,L,83
HOU,0020500939,2006-03-13,L,77,BKN,2006-03-13,W,90
NYK,0020500937,2006-03-13,L,96,DEN,2006-03-13,W,108
MIL,0020500938,2006-03-13,W,88,ATL,2006-03-13,L,87
LAC,0020500940,2006-03-13,W,95,MIN,2006-03-13,L,87
DAL,0020500946,2006-03-14,W,91,CLE,2006-03-14,L,87
MIA,0020500943,2006-03-14,W,121,UTA,2006-03-14,L,83
SAC,0020500948,2006-03-14,W,114,LAL,2006-03-14,L,98
MEM,0020500944,2006-03-14,W,93,BOS,2006-03-14,L,76
PHI,0020500941,2006-03-14,L,97,TOR,2006-03-14,W,111
CHI,0020500945,2006-03-14,W,95,POR,2006-03-14,L,66
OKC,0020500949,2006-03-14,L,120,PHX,2006-03-14,W,129
CHA,0020500942,2006-03-14,L,114,WAS,2006-03-14,W,119
SAS,0020500947,2006-03-14,W,96,NOP,2006-03-14,L,81
LAL,0020500959,2006-03-15,W,92,MIN,2006-03-15,L,89
BKN,0020500954,2006-03-15,W,78,POR,2006-03-15,L,65
ORL,0020500952,2006-03-15,W,114,UTA,2006-03-15,L,108
HOU,0020500957,2006-03-15,L,81,DAL,2006-03-15,W,95
IND,0020500953,2006-03-15,L,99,DEN,2006-03-15,W,101
MIL,0020500956,2006-03-15,W,104,CHI,2006-03-15,L,88
TOR,0020500950,2006-03-15,L,98,DET,2006-03-15,W,105
NYK,0020500955,2006-03-15,W,121,ATL,2006-03-15,L,117
WAS,0020500951,2006-03-15,W,107,CHA,2006-03-15,L,99
PHX,0020500958,2006-03-15,W,126,LAC,2006-03-15,L,95
MIA,0020500960,2006-03-16,W,107,BOS,2006-03-16,L,104
OKC,0020500962,2006-03-16,W,102,PHI,2006-03-16,L,98
GSW,0020500961,2006-03-16,W,105,MIN,2006-03-16,L,97
IND,0020500967,2006-03-17,W,98,SAC,2006-03-17,L,93
SAS,0020500972,2006-03-17,W,108,PHX,2006-03-17,L,102
NYK,0020500969,2006-03-17,W,105,DET,2006-03-17,L,103
ATL,0020500965,2006-03-17,L,101,UTA,2006-03-17,W,111
ORL,0020500966,2006-03-17,W,84,BOS,2006-03-17,L,77
CLE,0020500970,2006-03-17,W,99,POR,2006-03-17,L,84
TOR,0020500963,2006-03-17,W,97,MIL,2006-03-17,L,96
LAC,0020500973,2006-03-17,W,99,PHI,2006-03-17,L,89
MEM,0020500971,2006-03-17,W,116,DEN,2006-03-17,L,102
WAS,0020500964,2006-03-17,L,94,DAL,2006-03-17,W,104
BKN,0020500968,2006-03-17,W,92,LAL,2006-03-17,L,89
HOU,0020500978,2006-03-18,L,77,SAS,2006-03-18,W,92
CHI,0020500974,2006-03-18,L,84,MIA,2006-03-18,W,85
MIL,0020500977,2006-03-18,W,97,POR,2006-03-18,L,93
NOP,0020500976,2006-03-18,L,94,DEN,2006-03-18,W,109
CHA,0020500975,2006-03-18,L,103,DET,2006-03-18,W,108
IND,0020500982,2006-03-19,L,88,BOS,2006-03-19,W,103
BKN,0020500979,2006-03-19,W,100,DAL,2006-03-19,L,89
MIN,0020500984,2006-03-19,W,95,SAC,2006-03-19,L,89
ATL,0020500983,2006-03-19,W,108,ORL,2006-03-19,L,107
CLE,0020500981,2006-03-19,W,96,LAL,2006-03-19,L,95
MEM,0020500985,2006-03-19,W,90,UTA,2006-03-19,L,84
WAS,0020500980,2006-03-19,W,113,CHI,2006-03-19,L,104
NYK,0020500987,2006-03-19,L,100,MIA,2006-03-19,W,111
GSW,0020500986,2006-03-19,W,98,PHI,2006-03-19,L,89
HOU,0020500990,2006-03-20,L,91,LAC,2006-03-20,W,99
POR,0020500991,2006-03-20,L,93,MIL,2006-03-20,W,100
BOS,0020500988,2006-03-20,L,97,LAL,2006-03-20,W,105
DET,0020500989,2006-03-20,W,91,ATL,2006-03-20,L,84
SAS,0020500999,2006-03-21,W,107,GSW,2006-03-21,L,96
DAL,0020500997,2006-03-21,W,88,HOU,2006-03-21,L,72
UTA,0020501000,2006-03-21,W,107,PHX,2006-03-21,L,99
NYK,0020500993,2006-03-21,L,109,TOR,2006-03-21,W,114
SAC,0020501001,2006-03-21,W,105,OKC,2006-03-21,L,96
MIN,0020500998,2006-03-21,W,100,MIA,2006-03-21,L,96
MEM,0020500995,2006-03-21,W,105,IND,2006-03-21,L,75
WAS,0020500992,2006-03-21,L,100,BKN,2006-03-21,W,112
CHA,0020500994,2006-03-21,W,108,ORL,2006-03-21,L,102
NOP,0020500996,2006-03-21,W,120,LAC,2006-03-21,L,108
PHI,0020501002,2006-03-22,W,115,ATL,2006-03-22,L,106
LAL,0020501010,2006-03-22,W,87,SAC,2006-03-22,L,80
BOS,0020501006,2006-03-22,W,110,TOR,2006-03-22,L,96
ORL,0020501003,2006-03-22,W,111,NYK,2006-03-22,L,87
DET,0020501007,2006-03-22,W,82,MIA,2006-03-22,L,73
DEN,0020501008,2006-03-22,W,104,SAS,2006-03-22,L,92
OKC,0020501009,2006-03-22,W,114,MIL,2006-03-22,L,105
IND,0020501005,2006-03-22,W,95,CHI,2006-03-22,L,85
CLE,0020501004,2006-03-22,W,120,CHA,2006-03-22,L,118
PHX,0020501016,2006-03-23,W,125,POR,2006-03-23,L,108
BKN,0020501011,2006-03-23,W,86,MIN,2006-03-23,L,82
UTA,0020501015,2006-03-23,L,97,WAS,2006-03-23,W,109
DAL,0020501014,2006-03-23,L,121,GSW,2006-03-23,W,122
NOP,0020501013,2006-03-23,L,92,HOU,2006-03-23,W,93
MEM,0020501012,2006-03-23,W,95,LAC,2006-03-23,L,85
PHI,0020501018,2006-03-24,L,86,ORL,2006-03-24,W,102
LAL,0020501026,2006-03-24,W,101,MIL,2006-03-24,L,96
CHI,0020501023,2006-03-24,W,96,NOP,2006-03-24,L,82
NYK,0020501020,2006-03-24,L,75,MEM,2006-03-24,W,91
CLE,0020501022,2006-03-24,W,94,BOS,2006-03-24,L,82
MIA,0020501021,2006-03-24,W,114,CHA,2006-03-24,L,93
POR,0020501025,2006-03-24,L,79,SAS,2006-03-24,W,98
IND,0020501019,2006-03-24,L,72,DET,2006-03-24,W,75
DEN,0020501024,2006-03-24,W,117,OKC,2006-03-24,L,104
TOR,0020501017,2006-03-24,W,97,MIN,2006-03-24,L,77
PHX,0020501030,2006-03-25,W,107,DEN,2006-03-25,L,96
LAC,0020501027,2006-03-25,W,116,WAS,2006-03-25,L,101
UTA,0020501029,2006-03-25,L,89,SAC,2006-03-25,W,91
ATL,0020501028,2006-03-25,L,83,DAL,2006-03-25,W,98
LAL,0020501042,2006-03-26,W,105,NOP,2006-03-26,L,94
BOS,0020501031,2006-03-26,L,97,CHI,2006-03-26,W,101
ORL,0020501038,2006-03-26,W,108,ATL,2006-03-26,L,101
HOU,0020501033,2006-03-26,L,102,CLE,2006-03-26,W,104
DET,0020501035,2006-03-26,L,74,BKN,2006-03-26,W,79
POR,0020501041,2006-03-26,L,83,LAC,2006-03-26,W,97
IND,0020501032,2006-03-26,W,92,PHI,2006-03-26,L,79
MIL,0020501036,2006-03-26,W,125,TOR,2006-03-26,L,116
SAC,0020501040,2006-03-26,L,83,GSW,2006-03-26,W,90
MIN,0020501034,2006-03-26,W,98,NYK,2006-03-26,L,94
MEM,0020501037,2006-03-26,W,102,CHA,2006-03-26,L,95
OKC,0020501039,2006-03-26,W,106,SAS,2006-03-26,L,102
GSW,0020501046,2006-03-27,L,98,WAS,2006-03-27,W,116
BKN,0020501043,2006-03-27,W,110,PHX,2006-03-27,L,72
MIA,0020501044,2006-03-27,W,96,IND,2006-03-27,L,91
UTA,0020501045,2006-03-27,W,104,NOP,2006-03-27,L,80
CHI,0020501051,2006-03-28,L,93,ORL,2006-03-28,W,97
LAC,0020501053,2006-03-28,L,87,SAS,2006-03-28,W,98
DET,0020501048,2006-03-28,W,97,DAL,2006-03-28,L,90
MIL,0020501049,2006-03-28,W,132,PHX,2006-03-28,L,110
SAC,0020501052,2006-03-28,L,84,WAS,2006-03-28,W,97
MEM,0020501050,2006-03-28,L,97,OKC,2006-03-28,W,98
CHA,0020501047,2006-03-28,W,125,ATL,2006-03-28,L,117
GSW,0020501064,2006-03-29,L,85,NOP,2006-03-29,W,86
NYK,0020501059,2006-03-29,L,98,BOS,2006-03-29,W,123
BKN,0020501058,2006-03-29,W,86,MEM,2006-03-29,L,74
CLE,0020501057,2006-03-29,W,107,DAL,2006-03-29,L,94
HOU,0020501061,2006-03-29,W,115,OKC,2006-03-29,L,87
POR,0020501063,2006-03-29,L,90,SAC,2006-03-29,W,106
ATL,0020501056,2006-03-29,W,94,IND,2006-03-29,L,93
DEN,0020501062,2006-03-29,L,104,UTA,2006-03-29,W,115
MIN,0020501060,2006-03-29,W,103,ORL,2006-03-29,L,91
TOR,0020501054,2006-03-29,L,94,MIA,2006-03-29,W,98
PHI,0020501055,2006-03-29,L,91,DET,2006-03-29,W,101
LAL,0020501066,2006-03-30,L,85,SAS,2006-03-30,W,96
IND,0020501065,2006-03-30,L,104,PHX,2006-03-30,W,114
LAC,0020501076,2006-03-31,W,106,UTA,2006-03-31,L,91
HOU,0020501074,2006-03-31,W,105,WAS,2006-03-31,L,103
DEN,0020501075,2006-03-31,W,106,MIN,2006-03-31,L,94
NOP,0020501073,2006-03-31,W,107,MEM,2006-03-31,L,102
OKC,0020501078,2006-03-31,L,93,LAL,2006-03-31,W,106
NYK,0020501070,2006-03-31,L,112,PHI,2006-03-31,W,117
GSW,0020501077,2006-03-31,L,93,SAC,2006-03-31,W,96
CHA,0020501071,2006-03-31,L,107,CHI,2006-03-31,W,113
ORL,0020501069,2006-03-31,W,108,DAL,2006-03-31,L,99
ATL,0020501068,2006-03-31,L,88,BKN,2006-03-31,W,91
TOR,0020501067,2006-03-31,L,126,PHX,2006-03-31,W,140
DET,0020501072,2006-03-31,W,112,MIL,2006-03-31,L,105
SAS,0020501082,2006-04-01,W,106,WAS,2006-04-01,L,99
CHI,0020501080,2006-04-01,W,100,BOS,2006-04-01,L,94
CLE,0020501079,2006-04-01,W,106,MIA,2006-04-01,L,99
POR,0020501083,2006-04-01,L,89,UTA,2006-04-01,W,102
MIL,0020501081,2006-04-01,W,96,IND,2006-04-01,L,89
LAL,0020501089,2006-04-02,W,104,HOU,2006-04-02,L,88
BKN,0020501091,2006-04-02,W,90,MIA,2006-04-02,L,78
DET,0020501086,2006-04-02,W,109,PHX,2006-04-02,L,102
DAL,0020501087,2006-04-02,W,103,DEN,2006-04-02,L,79
SAC,0020501093,2006-04-02,W,106,LAC,2006-04-02,L,96
TOR,0020501084,2006-04-02,L,113,NOP,2006-04-02,W,120
MEM,0020501090,2006-04-02,W,98,ATL,2006-04-02,L,87
CHA,0020501092,2006-04-02,L,97,CLE,2006-04-02,W,101
OKC,0020501094,2006-04-02,W,122,POR,2006-04-02,L,83
PHI,0020501085,2006-04-02,W,114,NYK,2006-04-02,L,95
MIN,0020501088,2006-04-02,W,106,GSW,2006-04-02,L,104
CHI,0020501103,2006-04-04,W,102,IND,2006-04-04,L,96
BKN,0020501098,2006-04-04,W,96,ATL,2006-04-04,L,94
CLE,0020501097,2006-04-04,W,124,PHI,2006-04-04,L,91
MIA,0020501100,2006-04-04,W,115,MIL,2006-04-04,L,89
DET,0020501101,2006-04-04,W,101,NOP,2006-04-04,L,93
UTA,0020501105,2006-04-04,L,86,SAS,2006-04-04,W,95
DAL,0020501104,2006-04-04,W,127,SAC,2006-04-04,L,101
WAS,0020501096,2006-04-04,W,105,NYK,2006-04-04,L,90
MEM,0020501102,2006-04-04,W,100,GSW,2006-04-04,L,75
CHA,0020501099,2006-04-04,W,97,MIN,2006-04-04,L,92
OKC,0020501106,2006-04-04,W,104,HOU,2006-04-04,L,87
TOR,0020501095,2006-04-04,L,120,BOS,2006-04-04,W,124
LAC,0020501107,2006-04-04,W,111,DEN,2006-04-04,L,109
PHI,0020501109,2006-04-05,L,92,CHI,2006-04-05,W,99
SAS,0020501115,2006-04-05,L,87,SAC,2006-04-05,W,97
NYK,0020501113,2006-04-05,W,96,CLE,2006-04-05,L,94
PHX,0020501116,2006-04-05,L,105,LAC,2006-04-05,W,119
BOS,0020501108,2006-04-05,L,91,WAS,2006-04-05,W,108
ORL,0020501111,2006-04-05,W,108,MIL,2006-04-05,L,105
POR,0020501117,2006-04-05,W,76,HOU,2006-04-05,L,75
IND,0020501112,2006-04-05,W,111,TOR,2006-04-05,L,103
ATL,0020501110,2006-04-05,W,101,MIN,2006-04-05,L,99
NOP,0020501114,2006-04-05,W,114,GSW,2006-04-05,L,109
MIA,0020501119,2006-04-06,L,82,DET,2006-04-06,W,95
DEN,0020501120,2006-04-06,W,110,LAL,2006-04-06,L,108
BKN,0020501118,2006-04-06,W,113,CHA,2006-04-06,L,102
GSW,0020501132,2006-04-07,L,93,HOU,2006-04-07,W,100
SAS,0020501128,2006-04-07,L,86,DAL,2006-04-07,W,92
PHX,0020501130,2006-04-07,W,107,LAL,2006-04-07,L,96
LAC,0020501131,2006-04-07,L,93,SAC,2006-04-07,W,96
POR,0020501129,2006-04-07,L,108,OKC,2006-04-07,W,121
PHI,0020501121,2006-04-07,L,99,BOS,2006-04-07,W,109
NOP,0020501126,2006-04-07,W,95,TOR,2006-04-07,L,89
NYK,0020501124,2006-04-07,W,98,IND,2006-04-07,L,96
ATL,0020501122,2006-04-07,W,114,WAS,2006-04-07,L,101
MIN,0020501127,2006-04-07,L,95,UTA,2006-04-07,W,103
MEM,0020501125,2006-04-07,W,100,MIL,2006-04-07,L,90
ORL,0020501123,2006-04-07,W,89,DET,2006-04-07,L,87
CHI,0020501135,2006-04-08,L,75,PHI,2006-04-08,W,89
BKN,0020501133,2006-04-08,L,102,CLE,2006-04-08,W,108
UTA,0020501138,2006-04-08,W,110,POR,2006-04-08,L,93
DEN,0020501137,2006-04-08,W,95,GSW,2006-04-08,L,92
WAS,0020501134,2006-04-08,L,86,MIA,2006-04-08,W,99
DAL,0020501136,2006-04-08,W,101,NOP,2006-04-08,L,77
SAS,0020501143,2006-04-09,W,83,MEM,2006-04-09,L,81
LAL,0020501148,2006-04-09,W,100,LAC,2006-04-09,L,83
BOS,0020501139,2006-04-09,L,86,NYK,2006-04-09,W,101
MIA,0020501145,2006-04-09,L,84,ORL,2006-04-09,W,93
DET,0020501141,2006-04-09,W,98,IND,2006-04-09,L,73
MIL,0020501142,2006-04-09,L,83,BKN,2006-04-09,W,95
SAC,0020501146,2006-04-09,W,86,HOU,2006-04-09,L,77
MIN,0020501144,2006-04-09,W,84,ATL,2006-04-09,L,83
TOR,0020501140,2006-04-09,L,88,CHA,2006-04-09,W,94
OKC,0020501147,2006-04-09,W,116,PHX,2006-04-09,L,114
PHI,0020501149,2006-04-10,W,105,WAS,2006-04-10,L,97
LAC,0020501155,2006-04-10,L,73,DAL,2006-04-10,W,75
ORL,0020501150,2006-04-10,W,105,ATL,2006-04-10,L,88
POR,0020501154,2006-04-10,L,98,DEN,2006-04-10,W,110
UTA,0020501153,2006-04-10,W,85,HOU,2006-04-10,L,83
IND,0020501151,2006-04-10,W,101,NYK,2006-04-10,L,82
NOP,0020501152,2006-04-10,L,101,CLE,2006-04-10,W,103
SAS,0020501159,2006-04-11,W,104,OKC,2006-04-11,L,95
LAL,0020501161,2006-04-11,W,111,GSW,2006-04-11,L,100
CHI,0020501158,2006-04-11,W,104,BKN,2006-04-11,L,101
MIA,0020501156,2006-04-11,W,106,TOR,2006-04-11,L,97
SAC,0020501160,2006-04-11,L,110,PHX,2006-04-11,W,123
MEM,0020501157,2006-04-11,W,92,MIN,2006-04-11,L,76
GSW,0020501173,2006-04-12,W,114,DAL,2006-04-12,L,102
BKN,0020501165,2006-04-12,L,96,PHI,2006-04-12,W,116
LAC,0020501172,2006-04-12,W,97,POR,2006-04-12,L,93
ORL,0020501163,2006-04-12,W,103,TOR,2006-04-12,L,96
HOU,0020501170,2006-04-12,L,79,MIN,2006-04-12,W,82
DET,0020501167,2006-04-12,W,96,CLE,2006-04-12,L,73
UTA,0020501171,2006-04-12,W,104,DEN,2006-04-12,L,83
IND,0020501164,2006-04-12,W,117,BOS,2006-04-12,L,112
MIL,0020501168,2006-04-12,W,100,WAS,2006-04-12,L,97
ATL,0020501162,2006-04-12,L,90,CHI,2006-04-12,W,96
NOP,0020501169,2006-04-12,W,104,OKC,2006-04-12,L,99
CHA,0020501166,2006-04-12,L,88,MEM,2006-04-12,W,96
SAS,0020501175,2006-04-13,L,80,ORL,2006-04-13,W,92
PHX,0020501176,2006-04-13,W,117,DAL,2006-04-13,L,104
CLE,0020501174,2006-04-13,W,91,NYK,2006-04-13,L,87
GSW,0020501186,2006-04-14,W,110,PHX,2006-04-14,L,102
NYK,0020501180,2006-04-14,L,80,MIL,2006-04-14,W,97
BOS,0020501179,2006-04-14,L,74,BKN,2006-04-14,W,79
MIA,0020501181,2006-04-14,W,104,PHI,2006-04-14,L,85
IND,0020501182,2006-04-14,W,89,MIN,2006-04-14,L,77
ATL,0020501178,2006-04-14,L,110,CHA,2006-04-14,W,116
NOP,0020501183,2006-04-14,L,104,UTA,2006-04-14,W,105
TOR,0020501177,2006-04-14,W,108,DET,2006-04-14,L,103
OKC,0020501187,2006-04-14,L,97,LAC,2006-04-14,W,101
CHI,0020501184,2006-04-14,W,103,WAS,2006-04-14,L,101
LAL,0020501185,2006-04-14,W,110,POR,2006-04-14,L,99
ORL,0020501188,2006-04-15,W,102,PHI,2006-04-15,L,97
HOU,0020501191,2006-04-15,L,81,MEM,2006-04-15,W,93
POR,0020501193,2006-04-15,L,81,GSW,2006-04-15,W,86
MIL,0020501190,2006-04-15,L,114,ATL,2006-04-15,W,120
CHA,0020501189,2006-04-15,W,92,IND,2006-04-15,L,91
DEN,0020501192,2006-04-15,L,82,SAC,2006-04-15,W,100
LAL,0020501196,2006-04-16,W,109,PHX,2006-04-16,L,89
BKN,0020501199,2006-04-16,W,95,BOS,2006-04-16,L,93
LAC,0020501201,2006-04-16,L,98,OKC,2006-04-16,W,114
MIA,0020501194,2006-04-16,L,93,CHI,2006-04-16,W,117
DET,0020501198,2006-04-16,W,103,NYK,2006-04-16,L,97
DAL,0020501200,2006-04-16,W,111,UTA,2006-04-16,L,95
SAC,0020501202,2006-04-16,W,96,NOP,2006-04-16,L,79
MIN,0020501195,2006-04-16,L,90,SAS,2006-04-16,W,103
WAS,0020501197,2006-04-16,W,104,CLE,2006-04-16,L,92
GSW,0020501211,2006-04-17,W,93,POR,2006-04-17,L,79
SAS,0020501208,2006-04-17,W,115,UTA,2006-04-17,L,82
NYK,0020501206,2006-04-17,L,91,CHA,2006-04-17,W,98
BOS,0020501205,2006-04-17,L,88,CLE,2006-04-17,W,93
ORL,0020501204,2006-04-17,L,112,CHI,2006-04-17,W,116
MIL,0020501207,2006-04-17,W,113,DET,2006-04-17,L,93
DEN,0020501209,2006-04-17,L,83,HOU,2006-04-17,W,86
TOR,0020501203,2006-04-17,L,95,IND,2006-04-17,W,120
PHX,0020501210,2006-04-17,W,115,NOP,2006-04-17,L,78
PHI,0020501212,2006-04-18,W,91,BKN,2006-04-18,L,88
ATL,0020501214,2006-04-18,W,103,MIA,2006-04-18,L,100
SAC,0020501216,2006-04-18,W,111,OKC,2006-04-18,L,105
MEM,0020501215,2006-04-18,W,101,LAC,2006-04-18,L,95
WAS,0020501213,2006-04-18,W,116,MIL,2006-04-18,L,103
LAL,0020501229,2006-04-19,W,115,NOP,2006-04-19,L,95
CHI,0020501225,2006-04-19,W,127,TOR,2006-04-19,L,106
CLE,0020501217,2006-04-19,W,100,ATL,2006-04-19,L,99
HOU,0020501223,2006-04-19,L,87,SAS,2006-04-19,W,89
DET,0020501222,2006-04-19,L,80,WAS,2006-04-19,W,96
