TEAM_ABBREVIATION_home,GAME_ID,GAME_DATE_home,WL_home,PTS_home,TEAM_ABBREVIATION_away,GAME_DATE_away,WL_away,PTS_away
DAL,0020000403,2000-12-26,W,114,OKC,2000-12-26,L,93
UTA,0020000406,2000-12-26,L,91,PHI,2000-12-26,W,97
MIL,0020000401,2000-12-26,W,89,ORL,2000-12-26,L,77
MIN,0020000402,2000-12-26,W,100,TOR,2000-12-26,L,97
DET,0020000400,2000-12-26,W,101,BOS,2000-12-26,L,96
CHA,0020000399,2000-12-26,W,115,CLE,2000-12-26,L,110
MEM,0020000407,2000-12-26,L,95,PHX,2000-12-26,W,97
HOU,0020000410,2000-12-27,L,92,OKC,2000-12-27,W,107
MIA,0020000409,2000-12-27,W,91,IND,2000-12-27,L,79
GSW,0020000411,2000-12-27,L,110,PHI,2000-12-27,W,118
WAS,0020000408,2000-12-27,L,82,NYK,2000-12-27,W,89
BKN,0020000412,2000-12-28,L,111,BOS,2000-12-28,W,112
DAL,0020000417,2000-12-28,W,105,LAC,2000-12-28,L,96
DEN,0020000418,2000-12-28,L,93,TOR,2000-12-28,W,94
UTA,0020000419,2000-12-28,L,102,POR,2000-12-28,W,103
SAC,0020000421,2000-12-28,W,91,CHA,2000-12-28,L,87
CHI,0020000415,2000-12-28,W,105,SAS,2000-12-28,L,104
PHX,0020000420,2000-12-28,L,78,LAL,2000-12-28,W,115
MIN,0020000416,2000-12-28,W,88,ATL,2000-12-28,L,81
ORL,0020000413,2000-12-28,W,102,DET,2000-12-28,L,96
CLE,0020000414,2000-12-28,L,89,MIL,2000-12-28,W,107
NYK,0020000422,2000-12-29,W,95,CHI,2000-12-29,L,68
POR,0020000426,2000-12-29,W,104,MEM,2000-12-29,L,81
MIA,0020000423,2000-12-29,W,98,WAS,2000-12-29,L,91
ATL,0020000424,2000-12-29,L,85,CLE,2000-12-29,W,97
GSW,0020000425,2000-12-29,W,100,UTA,2000-12-29,L,89
IND,0020000429,2000-12-30,L,77,SAS,2000-12-30,W,89
DEN,0020000432,2000-12-30,W,120,MIL,2000-12-30,L,113
DAL,0020000431,2000-12-30,L,99,HOU,2000-12-30,W,114
SAC,0020000435,2000-12-30,L,104,PHI,2000-12-30,W,107
OKC,0020000436,2000-12-30,W,104,CHA,2000-12-30,L,102
MIN,0020000430,2000-12-30,L,79,NYK,2000-12-30,W,88
PHX,0020000433,2000-12-30,W,109,TOR,2000-12-30,L,103
DET,0020000428,2000-12-30,L,102,MIA,2000-12-30,W,110
BOS,0020000427,2000-12-30,L,90,ORL,2000-12-30,W,95
MEM,0020000437,2000-12-30,L,101,GSW,2000-12-30,W,102
LAC,0020000434,2000-12-30,L,114,LAL,2000-12-30,W,116
CHI,0020000439,2000-12-31,W,86,BKN,2000-12-31,L,77
WAS,0020000438,2000-12-31,W,110,DET,2000-12-31,L,96
POR,0020000441,2001-01-01,W,89,CHA,2001-01-01,L,67
MIN,0020000440,2001-01-01,W,106,HOU,2001-01-01,L,96
SAS,0020000447,2001-01-02,W,80,MIA,2001-01-02,L,72
CHI,0020000446,2001-01-02,L,70,MIL,2001-01-02,W,104
SAC,0020000449,2001-01-02,W,121,PHX,2001-01-02,L,117
OKC,0020000450,2001-01-02,L,83,IND,2001-01-02,W,91
ORL,0020000443,2001-01-02,L,110,BKN,2001-01-02,W,120
ATL,0020000444,2001-01-02,W,92,BOS,2001-01-02,L,81
CLE,0020000445,2001-01-02,L,95,HOU,2001-01-02,W,100
LAC,0020000448,2001-01-02,W,110,TOR,2001-01-02,L,97
WAS,0020000442,2001-01-02,W,115,MIN,2001-01-02,L,108
DAL,0020000454,2001-01-03,L,104,DET,2001-01-03,W,107
LAL,0020000456,2001-01-03,W,82,UTA,2001-01-03,L,71
PHI,0020000452,2001-01-03,W,98,ATL,2001-01-03,L,80
POR,0020000458,2001-01-03,W,102,IND,2001-01-03,L,86
PHX,0020000455,2001-01-03,W,90,LAC,2001-01-03,L,85
MIL,0020000453,2001-01-03,W,88,CLE,2001-01-03,L,83
BOS,0020000451,2001-01-03,L,91,NYK,2001-01-03,W,100
MEM,0020000459,2001-01-03,W,99,CHA,2001-01-03,L,89
GSW,0020000457,2001-01-03,L,100,DEN,2001-01-03,W,111
HOU,0020000464,2001-01-04,W,107,DET,2001-01-04,L,97
NYK,0020000460,2001-01-04,W,95,ORL,2001-01-04,L,92
CHI,0020000462,2001-01-04,W,98,WAS,2001-01-04,L,96
MIA,0020000461,2001-01-04,W,81,BKN,2001-01-04,L,78
MIN,0020000463,2001-01-04,W,105,OKC,2001-01-04,L,92
DEN,0020000468,2001-01-05,W,100,UTA,2001-01-05,L,87
PHI,0020000466,2001-01-05,W,121,OKC,2001-01-05,L,89
POR,0020000472,2001-01-05,W,119,MIL,2001-01-05,L,115
SAC,0020000471,2001-01-05,L,91,IND,2001-01-05,W,93
PHX,0020000469,2001-01-05,W,108,MEM,2001-01-05,L,76
TOR,0020000467,2001-01-05,L,105,DAL,2001-01-05,W,115
BOS,0020000465,2001-01-05,L,88,GSW,2001-01-05,W,100
LAC,0020000470,2001-01-05,L,73,CHA,2001-01-05,W,86
BKN,0020000473,2001-01-06,W,97,GSW,2001-01-06,L,92
HOU,0020000478,2001-01-06,L,97,UTA,2001-01-06,W,99
SAS,0020000479,2001-01-06,W,108,DET,2001-01-06,L,101
MIA,0020000475,2001-01-06,W,112,BOS,2001-01-06,L,86
CLE,0020000477,2001-01-06,L,103,PHI,2001-01-06,W,107
ATL,0020000476,2001-01-06,W,83,ORL,2001-01-06,L,82
WAS,0020000474,2001-01-06,L,85,DAL,2001-01-06,W,103
DEN,0020000482,2001-01-07,W,94,CHA,2001-01-07,L,87
NYK,0020000480,2001-01-07,W,103,WAS,2001-01-07,L,87
LAL,0020000484,2001-01-07,L,95,LAC,2001-01-07,W,118
PHX,0020000483,2001-01-07,L,88,MIN,2001-01-07,W,108
TOR,0020000481,2001-01-07,W,94,OKC,2001-01-07,L,92
MEM,0020000485,2001-01-07,W,120,MIL,2001-01-07,L,117
MIA,0020000487,2001-01-08,W,88,GSW,2001-01-08,L,78
SAC,0020000491,2001-01-08,W,100,MIN,2001-01-08,L,97
CHI,0020000489,2001-01-08,L,91,DAL,2001-01-08,W,104
CLE,0020000488,2001-01-08,W,92,BKN,2001-01-08,L,90
BOS,0020000486,2001-01-08,L,90,POR,2001-01-08,W,98
LAC,0020000490,2001-01-08,L,82,IND,2001-01-08,W,85
BKN,0020000492,2001-01-09,L,87,PHI,2001-01-09,W,104
UTA,0020000498,2001-01-09,W,103,IND,2001-01-09,L,99
MIL,0020000497,2001-01-09,W,99,WAS,2001-01-09,L,95
ORL,0020000493,2001-01-09,L,95,SAS,2001-01-09,W,112
TOR,0020000496,2001-01-09,L,91,HOU,2001-01-09,W,110
ATL,0020000495,2001-01-09,L,86,OKC,2001-01-09,W,95
CHA,0020000494,2001-01-09,W,102,CHI,2001-01-09,L,95
MEM,0020000499,2001-01-09,L,105,DEN,2001-01-09,W,112
PHI,0020000501,2001-01-10,L,75,POR,2001-01-10,W,93
SAC,0020000506,2001-01-10,W,108,CLE,2001-01-10,L,103
MIN,0020000504,2001-01-10,L,86,DAL,2001-01-10,W,106
DET,0020000503,2001-01-10,L,85,TOR,2001-01-10,W,110
LAC,0020000505,2001-01-10,W,92,DEN,2001-01-10,L,86
BOS,0020000500,2001-01-10,W,88,MIA,2001-01-10,L,76
WAS,0020000502,2001-01-10,L,101,OKC,2001-01-10,W,104
BKN,0020000508,2001-01-11,L,87,ORL,2001-01-11,W,101
NYK,0020000507,2001-01-11,L,75,HOU,2001-01-11,W,76
MIL,0020000511,2001-01-11,W,102,DAL,2001-01-11,L,94
PHX,0020000512,2001-01-11,W,93,IND,2001-01-11,L,85
CHA,0020000509,2001-01-11,L,70,POR,2001-01-11,W,83
ATL,0020000510,2001-01-11,W,107,GSW,2001-01-11,L,96
DEN,0020000518,2001-01-12,W,106,SAC,2001-01-12,L,93
LAL,0020000519,2001-01-12,W,101,CLE,2001-01-12,L,98
CHI,0020000516,2001-01-12,L,85,CHA,2001-01-12,W,86
OKC,0020000520,2001-01-12,W,115,MEM,2001-01-12,L,102
MIN,0020000517,2001-01-12,W,95,LAC,2001-01-12,L,89
DET,0020000515,2001-01-12,L,90,SAS,2001-01-12,W,111
BOS,0020000513,2001-01-12,L,72,TOR,2001-01-12,W,93
WAS,0020000514,2001-01-12,L,82,PHI,2001-01-12,W,86
IND,0020000525,2001-01-13,W,87,MIA,2001-01-13,L,71
HOU,0020000528,2001-01-13,L,81,SAC,2001-01-13,W,84
DAL,0020000527,2001-01-13,L,86,PHX,2001-01-13,W,103
UTA,0020000529,2001-01-13,W,111,LAL,2001-01-13,L,103
NYK,0020000521,2001-01-13,W,91,POR,2001-01-13,L,78
PHI,0020000522,2001-01-13,W,100,SAS,2001-01-13,L,83
MIL,0020000526,2001-01-13,W,115,BKN,2001-01-13,L,81
ATL,0020000524,2001-01-13,W,108,LAC,2001-01-13,L,88
ORL,0020000523,2001-01-13,W,111,GSW,2001-01-13,L,94
MEM,0020000530,2001-01-13,W,119,CLE,2001-01-13,L,107
MIA,0020000531,2001-01-14,W,90,CHI,2001-01-14,L,81
PHX,0020000534,2001-01-14,L,87,OKC,2001-01-14,W,106
DET,0020000533,2001-01-14,L,96,POR,2001-01-14,W,103
TOR,0020000532,2001-01-14,W,107,CHA,2001-01-14,L,99
IND,0020000540,2001-01-15,W,89,LAC,2001-01-15,L,74
DAL,0020000542,2001-01-15,L,105,SAC,2001-01-15,W,116
DEN,0020000543,2001-01-15,W,122,OKC,2001-01-15,L,111
UTA,0020000544,2001-01-15,W,116,HOU,2001-01-15,L,104
LAL,0020000545,2001-01-15,W,113,MEM,2001-01-15,L,112
PHI,0020000536,2001-01-15,W,84,CHA,2001-01-15,L,79
NYK,0020000535,2001-01-15,W,104,SAS,2001-01-15,L,82
MIN,0020000541,2001-01-15,L,102,BOS,2001-01-15,W,107
ATL,0020000539,2001-01-15,L,78,BKN,2001-01-15,W,84
ORL,0020000538,2001-01-15,W,113,CHI,2001-01-15,L,104
GSW,0020000546,2001-01-15,L,101,CLE,2001-01-15,W,107
WAS,0020000537,2001-01-15,L,95,MIL,2001-01-15,W,101
HOU,0020000549,2001-01-16,W,114,TOR,2001-01-16,L,99
MIA,0020000547,2001-01-16,W,93,DET,2001-01-16,L,85
POR,0020000550,2001-01-16,W,103,CLE,2001-01-16,L,83
MIL,0020000548,2001-01-16,W,112,LAC,2001-01-16,L,91
BKN,0020000551,2001-01-17,W,108,WAS,2001-01-17,L,89
SAS,0020000554,2001-01-17,L,91,TOR,2001-01-17,W,98
DEN,0020000555,2001-01-17,W,121,MEM,2001-01-17,L,97
UTA,0020000556,2001-01-17,L,81,MIN,2001-01-17,W,89
PHI,0020000552,2001-01-17,W,99,CHI,2001-01-17,L,88
SAC,0020000557,2001-01-17,W,111,BOS,2001-01-17,L,106
OKC,0020000558,2001-01-17,L,80,PHX,2001-01-17,W,89
CHA,0020000553,2001-01-17,L,90,DAL,2001-01-17,W,91
IND,0020000559,2001-01-18,W,84,ATL,2001-01-18,L,76
DAL,0020000561,2001-01-18,W,115,ORL,2001-01-18,L,106
POR,0020000564,2001-01-18,W,85,MIA,2001-01-18,L,74
CHI,0020000560,2001-01-18,L,110,DET,2001-01-18,W,116
LAC,0020000562,2001-01-18,L,79,BOS,2001-01-18,W,82
GSW,0020000563,2001-01-18,L,104,HOU,2001-01-18,W,112
DEN,0020000569,2001-01-19,W,91,CLE,2001-01-19,L,88
LAL,0020000571,2001-01-19,W,114,HOU,2001-01-19,L,101
PHI,0020000565,2001-01-19,W,97,BKN,2001-01-19,L,86
OKC,0020000572,2001-01-19,L,93,MIN,2001-01-19,W,98
PHX,0020000570,2001-01-19,L,95,GSW,2001-01-19,W,103
DET,0020000568,2001-01-19,L,91,NYK,2001-01-19,W,97
CHA,0020000566,2001-01-19,L,98,MIL,2001-01-19,W,105
TOR,0020000567,2001-01-19,W,101,WAS,2001-01-19,L,79
MEM,0020000573,2001-01-19,L,86,MIA,2001-01-19,W,97
BKN,0020000574,2001-01-20,W,123,CHI,2001-01-20,L,103
SAS,0020000576,2001-01-20,L,109,ORL,2001-01-20,W,112
DAL,0020000575,2001-01-20,W,97,DEN,2001-01-20,L,79
POR,0020000577,2001-01-20,L,101,SAC,2001-01-20,W,111
UTA,0020000582,2001-01-21,W,109,PHX,2001-01-21,L,98
LAL,0020000583,2001-01-21,L,92,MIA,2001-01-21,W,103
PHI,0020000579,2001-01-21,L,106,TOR,2001-01-21,W,110
NYK,0020000578,2001-01-21,L,74,IND,2001-01-21,W,87
OKC,0020000585,2001-01-21,W,109,SAC,2001-01-21,L,107
DET,0020000581,2001-01-21,L,98,MIL,2001-01-21,W,102
MEM,0020000586,2001-01-21,L,94,MIN,2001-01-21,W,96
GSW,0020000584,2001-01-21,W,94,BOS,2001-01-21,L,91
WAS,0020000580,2001-01-21,W,94,ATL,2001-01-21,L,90
CLE,0020000587,2001-01-22,W,84,POR,2001-01-22,L,58
SAS,0020000595,2001-01-23,W,110,MEM,2001-01-23,L,77
DEN,0020000596,2001-01-23,W,105,HOU,2001-01-23,L,100
DAL,0020000594,2001-01-23,L,98,PHI,2001-01-23,W,114
UTA,0020000597,2001-01-23,W,100,GSW,2001-01-23,L,78
CHI,0020000591,2001-01-23,L,100,POR,2001-01-23,W,104
SAC,0020000598,2001-01-23,W,130,BKN,2001-01-23,L,104
MIL,0020000592,2001-01-23,W,105,NYK,2001-01-23,L,91
OKC,0020000599,2001-01-23,W,91,LAL,2001-01-23,L,80
MIN,0020000593,2001-01-23,W,82,PHX,2001-01-23,L,73
ORL,0020000590,2001-01-23,W,116,TOR,2001-01-23,L,111
BOS,0020000588,2001-01-23,W,83,ATL,2001-01-23,L,82
WAS,0020000589,2001-01-23,W,97,CHA,2001-01-23,L,95
HOU,0020000604,2001-01-24,L,84,PHI,2001-01-24,W,85
MIA,0020000600,2001-01-24,W,103,TOR,2001-01-24,L,83
DET,0020000603,2001-01-24,L,73,PHX,2001-01-24,W,106
CHA,0020000601,2001-01-24,W,81,NYK,2001-01-24,L,67
CLE,0020000602,2001-01-24,W,94,CHI,2001-01-24,L,86
LAC,0020000605,2001-01-24,L,110,OKC,2001-01-24,W,114
GSW,0020000606,2001-01-24,W,109,BKN,2001-01-24,L,87
IND,0020000607,2001-01-25,L,82,POR,2001-01-25,W,92
DAL,0020000609,2001-01-25,W,120,MEM,2001-01-25,L,83
UTA,0020000610,2001-01-25,W,98,DEN,2001-01-25,L,96
SAC,0020000611,2001-01-25,L,91,SAS,2001-01-25,W,97
MIN,0020000608,2001-01-25,W,109,ORL,2001-01-25,L,100
HOU,0020000615,2001-01-26,W,106,MEM,2001-01-26,L,89
LAL,0020000616,2001-01-26,W,113,BKN,2001-01-26,L,101
PHI,0020000613,2001-01-26,W,105,DET,2001-01-26,L,89
ATL,0020000614,2001-01-26,L,99,WAS,2001-01-26,W,106
BOS,0020000612,2001-01-26,W,99,PHX,2001-01-26,L,83
GSW,0020000617,2001-01-26,L,105,OKC,2001-01-26,W,107
DEN,0020000625,2001-01-27,W,102,DAL,2001-01-27,L,100
UTA,0020000626,2001-01-27,L,86,SAS,2001-01-27,W,99
CHI,0020000622,2001-01-27,L,80,TOR,2001-01-27,W,90
MIN,0020000624,2001-01-27,W,93,POR,2001-01-27,L,80
MIL,0020000623,2001-01-27,L,103,DET,2001-01-27,W,108
OKC,0020000628,2001-01-27,W,106,BKN,2001-01-27,L,97
ORL,0020000619,2001-01-27,L,59,MIA,2001-01-27,W,81
CLE,0020000621,2001-01-27,L,90,ATL,2001-01-27,W,101
CHA,0020000620,2001-01-27,L,97,HOU,2001-01-27,W,110
LAC,0020000627,2001-01-27,L,89,SAC,2001-01-27,W,101
WAS,0020000618,2001-01-27,W,89,PHX,2001-01-27,L,82
IND,0020000630,2001-01-28,L,81,PHI,2001-01-28,W,86
NYK,0020000629,2001-01-28,W,91,LAL,2001-01-28,L,81
DEN,0020000635,2001-01-29,L,91,UTA,2001-01-29,W,97
MIN,0020000634,2001-01-29,W,99,MIL,2001-01-29,L,96
ATL,0020000633,2001-01-29,L,82,PHX,2001-01-29,W,95
BOS,0020000631,2001-01-29,W,99,DET,2001-01-29,L,87
LAC,0020000636,2001-01-29,L,67,SAS,2001-01-29,W,96
MEM,0020000638,2001-01-29,W,97,BKN,2001-01-29,L,86
WAS,0020000632,2001-01-29,W,95,CLE,2001-01-29,L,89
GSW,0020000637,2001-01-29,L,85,CHA,2001-01-29,W,93
HOU,0020000642,2001-01-30,L,85,MIA,2001-01-30,W,103
POR,0020000644,2001-01-30,W,92,CHI,2001-01-30,L,81
SAC,0020000643,2001-01-30,W,105,GSW,2001-01-30,L,79
OKC,0020000645,2001-01-30,L,88,UTA,2001-01-30,W,102
ORL,0020000639,2001-01-30,W,93,IND,2001-01-30,L,86
CLE,0020000641,2001-01-30,L,96,LAL,2001-01-30,W,102
TOR,0020000640,2001-01-30,W,96,PHI,2001-01-30,L,89
IND,0020000649,2001-01-31,L,96,BOS,2001-01-31,W,102
BKN,0020000646,2001-01-31,L,103,DET,2001-01-31,W,112
SAS,0020000652,2001-01-31,W,92,LAC,2001-01-31,L,70
PHX,0020000653,2001-01-31,W,101,MEM,2001-01-31,L,92
MIL,0020000650,2001-01-31,W,116,DEN,2001-01-31,L,111
MIN,0020000651,2001-01-31,W,96,LAL,2001-01-31,L,83
ATL,0020000648,2001-01-31,W,102,TOR,2001-01-31,L,97
WAS,0020000647,2001-01-31,L,96,ORL,2001-01-31,W,100
HOU,0020000657,2001-02-01,L,84,LAC,2001-02-01,W,101
DAL,0020000656,2001-02-01,W,95,MIA,2001-02-01,L,91
UTA,0020000658,2001-02-01,W,87,CHA,2001-02-01,L,76
NYK,0020000654,2001-02-01,L,80,PHI,2001-02-01,W,87
POR,0020000659,2001-02-01,W,100,PHX,2001-02-01,L,92
OKC,0020000660,2001-02-01,W,97,CHI,2001-02-01,L,91
CLE,0020000655,2001-02-01,L,81,MIN,2001-02-01,W,90
IND,0020000665,2001-02-02,W,103,DEN,2001-02-02,L,94
BKN,0020000661,2001-02-02,L,71,NYK,2001-02-02,W,95
LAL,0020000666,2001-02-02,W,93,CHA,2001-02-02,L,87
PHI,0020000662,2001-02-02,L,117,ORL,2001-02-02,W,123
SAC,0020000667,2001-02-02,W,105,MEM,2001-02-02,L,95
DET,0020000664,2001-02-02,L,95,BOS,2001-02-02,W,102
ATL,0020000663,2001-02-02,L,80,MIA,2001-02-02,W,91
SAS,0020000674,2001-02-03,W,90,HOU,2001-02-03,L,88
DAL,0020000673,2001-02-03,W,101,GSW,2001-02-03,L,95
UTA,0020000675,2001-02-03,W,111,OKC,2001-02-03,L,91
MIL,0020000672,2001-02-03,W,104,IND,2001-02-03,L,85
ORL,0020000669,2001-02-03,W,96,ATL,2001-02-03,L,84
CLE,0020000671,2001-02-03,L,81,DET,2001-02-03,W,88
TOR,0020000670,2001-02-03,L,105,MIN,2001-02-03,W,108
LAC,0020000676,2001-02-03,W,90,POR,2001-02-03,L,89
MEM,0020000677,2001-02-03,W,91,CHI,2001-02-03,L,84
WAS,0020000668,2001-02-03,L,100,DEN,2001-02-03,W,105
BKN,0020000679,2001-02-04,W,96,PHI,2001-02-04,L,89
LAL,0020000682,2001-02-04,W,100,SAC,2001-02-04,L,94
MIA,0020000680,2001-02-04,L,100,NYK,2001-02-04,W,103
PHX,0020000681,2001-02-04,W,85,CHA,2001-02-04,L,82
BOS,0020000678,2001-02-04,W,103,CLE,2001-02-04,L,82
HOU,0020000686,2001-02-05,W,100,NYK,2001-02-05,L,86
SAS,0020000687,2001-02-05,W,109,GSW,2001-02-05,L,85
PHI,0020000683,2001-02-05,W,99,DEN,2001-02-05,L,80
OKC,0020000689,2001-02-05,W,95,MEM,2001-02-05,L,82
ATL,0020000684,2001-02-05,L,81,DAL,2001-02-05,W,91
TOR,0020000685,2001-02-05,W,110,BOS,2001-02-05,L,98
LAC,0020000688,2001-02-05,W,102,CHI,2001-02-05,L,82
BKN,0020000690,2001-02-06,W,90,ATL,2001-02-06,L,84
MIA,0020000691,2001-02-06,W,102,IND,2001-02-06,L,89
MIL,0020000694,2001-02-06,W,112,SAC,2001-02-06,L,109
PHX,0020000695,2001-02-06,W,97,CHI,2001-02-06,L,80
DET,0020000693,2001-02-06,W,94,DEN,2001-02-06,L,83
CHA,0020000692,2001-02-06,L,83,ORL,2001-02-06,W,109
LAL,0020000702,2001-02-07,W,85,PHX,2001-02-07,L,83
NYK,0020000697,2001-02-07,W,96,DAL,2001-02-07,L,93
PHI,0020000698,2001-02-07,L,87,HOU,2001-02-07,W,112
POR,0020000704,2001-02-07,W,97,OKC,2001-02-07,L,80
MIN,0020000701,2001-02-07,W,117,SAC,2001-02-07,L,88
ORL,0020000699,2001-02-07,W,107,WAS,2001-02-07,L,98
CLE,0020000700,2001-02-07,L,89,SAS,2001-02-07,W,107
BOS,0020000696,2001-02-07,W,94,MIL,2001-02-07,L,91
MEM,0020000705,2001-02-07,L,82,UTA,2001-02-07,W,92
GSW,0020000703,2001-02-07,W,89,LAC,2001-02-07,L,88
BKN,0020000706,2001-02-08,W,99,SAS,2001-02-08,L,97
DET,0020000709,2001-02-08,L,90,HOU,2001-02-08,W,103
TOR,0020000708,2001-02-08,W,99,DEN,2001-02-08,L,92
CHA,0020000707,2001-02-08,W,101,ATL,2001-02-08,L,84
IND,0020000713,2001-02-13,L,66,CHA,2001-02-13,W,77
HOU,0020000716,2001-02-13,W,99,WAS,2001-02-13,L,89
BKN,0020000710,2001-02-13,L,110,LAL,2001-02-13,W,113
SAS,0020000717,2001-02-13,W,104,DAL,2001-02-13,L,92
DEN,0020000718,2001-02-13,W,96,NYK,2001-02-13,L,77
UTA,0020000719,2001-02-13,L,94,SAC,2001-02-13,W,97
MIA,0020000711,2001-02-13,W,101,LAC,2001-02-13,L,99
POR,0020000721,2001-02-13,W,109,MIN,2001-02-13,L,88
CHI,0020000714,2001-02-13,W,96,ATL,2001-02-13,L,92
MIL,0020000715,2001-02-13,L,104,PHI,2001-02-13,W,107
CLE,0020000712,2001-02-13,L,105,TOR,2001-02-13,W,120
MEM,0020000722,2001-02-13,W,99,BOS,2001-02-13,L,98
GSW,0020000720,2001-02-13,L,83,PHX,2001-02-13,W,93
UTA,0020000727,2001-02-14,W,106,NYK,2001-02-14,L,90
PHI,0020000723,2001-02-14,W,112,LAL,2001-02-14,L,97
PHX,0020000728,2001-02-14,W,104,MIN,2001-02-14,L,96
DET,0020000726,2001-02-14,W,105,BKN,2001-02-14,L,86
ORL,0020000724,2001-02-14,W,114,LAC,2001-02-14,L,101
ATL,0020000725,2001-02-14,L,98,MIL,2001-02-14,W,102
IND,0020000730,2001-02-15,W,82,DET,2001-02-15,L,73
SAS,0020000732,2001-02-15,W,102,WAS,2001-02-15,L,78
DAL,0020000731,2001-02-15,W,102,CLE,2001-02-15,L,81
POR,0020000733,2001-02-15,W,105,SAC,2001-02-15,L,81
OKC,0020000734,2001-02-15,L,88,BOS,2001-02-15,W,108
TOR,0020000729,2001-02-15,L,91,MIA,2001-02-15,W,98
MEM,0020000735,2001-02-15,W,99,GSW,2001-02-15,L,89
NYK,0020000736,2001-02-16,W,114,BKN,2001-02-16,L,104
PHI,0020000737,2001-02-16,W,108,LAC,2001-02-16,L,93
SAC,0020000742,2001-02-16,W,117,DEN,2001-02-16,L,84
ORL,0020000738,2001-02-16,W,108,HOU,2001-02-16,L,93
MIN,0020000740,2001-02-16,L,85,SAS,2001-02-16,W,91
CHA,0020000739,2001-02-16,L,94,LAL,2001-02-16,W,99
GSW,0020000741,2001-02-16,L,79,MEM,2001-02-16,W,92
HOU,0020000746,2001-02-17,W,92,CLE,2001-02-17,L,80
DAL,0020000745,2001-02-17,W,112,WAS,2001-02-17,L,105
POR,0020000747,2001-02-17,L,81,BOS,2001-02-17,W,85
CHI,0020000743,2001-02-17,W,89,MIA,2001-02-17,L,82
MIL,0020000744,2001-02-17,L,93,CHA,2001-02-17,W,103
OKC,0020000748,2001-02-17,L,94,ATL,2001-02-17,W,101
IND,0020000753,2001-02-18,W,110,LAL,2001-02-18,L,109
BKN,0020000749,2001-02-18,W,102,LAC,2001-02-18,L,96
DEN,0020000755,2001-02-18,L,98,WAS,2001-02-18,W,101
PHI,0020000750,2001-02-18,W,104,PHX,2001-02-18,L,98
SAC,0020000757,2001-02-18,L,90,UTA,2001-02-18,W,94
ORL,0020000751,2001-02-18,W,96,NYK,2001-02-18,L,88
MIN,0020000754,2001-02-18,L,102,MEM,2001-02-18,W,110
TOR,0020000752,2001-02-18,L,74,SAS,2001-02-18,W,92
GSW,0020000756,2001-02-18,L,91,ATL,2001-02-18,W,98
UTA,0020000761,2001-02-19,W,114,BOS,2001-02-19,L,99
MIL,0020000760,2001-02-19,W,102,SAS,2001-02-19,L,98
DET,0020000759,2001-02-19,L,106,LAC,2001-02-19,W,111
CLE,0020000758,2001-02-19,W,85,CHI,2001-02-19,L,84
HOU,0020000768,2001-02-20,W,101,BOS,2001-02-20,L,84
DAL,0020000767,2001-02-20,L,109,LAL,2001-02-20,W,119
NYK,0020000762,2001-02-20,W,76,MIA,2001-02-20,L,74
POR,0020000770,2001-02-20,W,104,DEN,2001-02-20,L,94
CHI,0020000766,2001-02-20,L,92,MIL,2001-02-20,W,101
SAC,0020000769,2001-02-20,W,94,ATL,2001-02-20,L,80
ORL,0020000764,2001-02-20,L,104,PHX,2001-02-20,W,110
TOR,0020000765,2001-02-20,W,113,GSW,2001-02-20,L,102
WAS,0020000763,2001-02-20,L,104,MEM,2001-02-20,W,116
BKN,0020000771,2001-02-21,W,113,TOR,2001-02-21,L,111
SAS,0020000777,2001-02-21,L,99,LAL,2001-02-21,W,101
MIA,0020000773,2001-02-21,L,85,PHX,2001-02-21,W,100
PHI,0020000772,2001-02-21,W,107,MEM,2001-02-21,L,91
OKC,0020000778,2001-02-21,W,127,DEN,2001-02-21,L,98
DET,0020000775,2001-02-21,W,90,NYK,2001-02-21,L,85
MIN,0020000776,2001-02-21,L,83,HOU,2001-02-21,W,89
CLE,0020000774,2001-02-21,L,94,LAC,2001-02-21,W,100
DAL,0020000782,2001-02-22,W,98,BOS,2001-02-22,L,91
POR,0020000783,2001-02-22,L,84,UTA,2001-02-22,W,90
CHI,0020000781,2001-02-22,L,80,LAC,2001-02-22,W,93
CHA,0020000780,2001-02-22,W,93,GSW,2001-02-22,L,91
WAS,0020000779,2001-02-22,L,110,SAC,2001-02-22,W,115
HOU,0020000790,2001-02-23,W,105,ORL,2001-02-23,L,95
SAS,0020000791,2001-02-23,W,100,BOS,2001-02-23,L,82
LAL,0020000792,2001-02-23,W,113,ATL,2001-02-23,L,106
NYK,0020000784,2001-02-23,L,84,PHX,2001-02-23,W,88
MIL,0020000788,2001-02-23,W,93,MEM,2001-02-23,L,81
OKC,0020000793,2001-02-23,L,84,UTA,2001-02-23,W,96
DET,0020000787,2001-02-23,L,78,PHI,2001-02-23,W,99
MIN,0020000789,2001-02-23,W,122,GSW,2001-02-23,L,83
TOR,0020000785,2001-02-23,L,118,SAC,2001-02-23,W,119
CLE,0020000786,2001-02-23,L,90,IND,2001-02-23,W,92
DAL,0020000798,2001-02-24,L,104,SAS,2001-02-24,W,107
DEN,0020000799,2001-02-24,W,85,ATL,2001-02-24,L,82
MIA,0020000795,2001-02-24,W,75,BKN,2001-02-24,L,70
CHI,0020000797,2001-02-24,W,90,MEM,2001-02-24,L,75
CHA,0020000796,2001-02-24,W,86,PHI,2001-02-24,L,85
LAC,0020000800,2001-02-24,W,123,POR,2001-02-24,L,120
